source	target	weight
PECAM1	ICAM1	873
PECAM1	EGF	664
PECAM1	EGFR	595
PECAM1	THY1	878
PECAM1	FOS	409
PECAM1	FGF5	733
PECAM1	CSF1	488
PECAM1	NES	695
PECAM1	MMP9	743
PECAM1	ENG	923
PECAM1	KLF4	533
PECAM1	BMP2	485
PECAM1	SPP1	595
PECAM1	ITGB1	828
PECAM1	INS	708
PECAM1	FGF13	594
PECAM1	FGF16	741
PECAM1	ESR1	492
PECAM1	PTPRC	912
PECAM1	IL10	650
PECAM1	PROM1	833
PECAM1	AKT1	719
PECAM1	KITLG	541
PECAM1	NOTCH1	529
ITGB1	CD4	631
ITGB1	FGF4	455
ITGB1	FGF20	425
ITGB1	FGF22	425
ITGB1	TGFB1	885
ITGB1	SERPINE1	429
ITGB1	CCL2	459
ITGB1	NFKB1	549
ITGB1	CCND1	513
ITGB1	IFNG	511
ITGB1	NANOG	615
ITGB1	LOX	432
ITGB1	IL4	539
ITGB1	PXDN	575
ITGB1	GFAP	413
ITGB1	JAG1	401
ITGB1	KRAS	726
ITGB1	PDGFRA	560
ITGB1	NT5E	895
ITGB1	PDGFRB	735
ITGB1	IL1B	544
ITGB1	FGF2	651
ITGB1	ICAM1	967
ITGB1	EGF	651
ITGB1	EGFR	966
ITGB1	THY1	893
ITGB1	FGF5	441
ITGB1	NES	607
ITGB1	MMP9	674
ITGB1	ENG	920
ITGB1	KLF4	440
ITGB1	BMP2	468
ITGB1	SPP1	996
ITGB1	FGF13	433
ITGB1	IL10	503
ITGB1	AKT1	728
ITGB1	PTPRC	913
ITGB1	NOTCH1	425
ITGB1	INS	604
ITGB1	PROM1	695
ITGB1	FGF16	435
ITGB1	ESR1	411
LEF1	CD4	470
LEF1	FGF4	463
LEF1	FGF20	451
LEF1	FGF22	421
LEF1	TGFB1	471
LEF1	NFKB1	562
LEF1	CCND1	930
LEF1	GLI1	553
LEF1	NANOG	829
LEF1	TWIST1	703
LEF1	PXDN	401
LEF1	JAG1	449
LEF1	FGF2	416
LEF1	FGF16	425
LEF1	HNF4A	999
LEF1	ESR1	533
LEF1	EGF	446
LEF1	PAX6	436
LEF1	FOS	543
LEF1	BMP2	461
LEF1	MMP9	418
LEF1	EGFR	463
LEF1	AKT1	533
LEF1	FGF5	446
LEF1	PTPRC	428
LEF1	KLF4	433
LEF1	NOTCH1	896
IL4	CD4	970
IL4	FGF4	691
IL4	FGF20	639
IL4	FGF22	644
IL4	TGFB1	852
IL4	SERPINE1	447
IL4	CSF3	818
IL4	CCL2	921
IL4	NFKB1	800
IL4	IFNG	990
IL4	LOX	455
IL4	FOS	700
IL4	FGF13	465
IL4	IL10	986
IL4	FGF5	633
IL4	CSF1	791
IL4	MMP9	687
IL4	AKT1	699
IL4	GFAP	423
IL4	EGFR	820
IL4	PTPRC	790
IL4	PDGFRA	756
IL4	FGF2	666
IL4	NOTCH1	408
IL4	FGF16	643
IL4	ICAM1	811
IL4	INS	683
IL4	PXDN	670
IL4	IL1B	998
IL4	ESR1	439
IL4	THY1	563
IL4	NT5E	540
IL4	EGF	667
IL4	SPP1	529
IL4	PDGFRB	757
IL4	KITLG	600
PDGFRB	CD4	424
PDGFRB	FGF4	893
PDGFRB	FGF20	893
PDGFRB	FGF22	894
PDGFRB	TGFB1	825
PDGFRB	SERPINE1	405
PDGFRB	CSF3	758
PDGFRB	CCL2	530
PDGFRB	CCND1	692
PDGFRB	GLI1	504
PDGFRB	IFNG	797
PDGFRB	NANOG	400
PDGFRB	LOX	485
PDGFRB	TWIST1	456
PDGFRB	PXDN	549
PDGFRB	GFAP	561
PDGFRB	JAG1	451
PDGFRB	KRAS	959
PDGFRB	PDGFRA	989
PDGFRB	NT5E	615
PDGFRB	FGF13	620
PDGFRB	FOS	583
PDGFRB	MMP9	698
PDGFRB	EGFR	998
PDGFRB	AKT1	450
PDGFRB	FGF5	891
PDGFRB	IL10	789
PDGFRB	CSF1	909
PDGFRB	ENG	677
PDGFRB	PTPRC	696
PDGFRB	NES	651
PDGFRB	NOTCH1	474
PDGFRB	FGF2	953
PDGFRB	ICAM1	457
PDGFRB	INS	975
PDGFRB	FGF16	893
PDGFRB	PROM1	507
PDGFRB	ESR1	451
PDGFRB	THY1	801
PDGFRB	IL1B	658
PDGFRB	SPP1	440
PDGFRB	EGF	989
PDGFRB	KITLG	951
NOTCH1	CD4	611
NOTCH1	FGF4	495
NOTCH1	FGF20	454
NOTCH1	FGF22	460
NOTCH1	TGFB1	622
NOTCH1	SERPINE1	524
NOTCH1	CCL2	418
NOTCH1	NFKB1	932
NOTCH1	CCND1	902
NOTCH1	GLI1	578
NOTCH1	IFNG	471
NOTCH1	NANOG	618
NOTCH1	LOX	413
NOTCH1	TWIST1	531
NOTCH1	PXDN	531
NOTCH1	GFAP	470
NOTCH1	JAG1	999
NOTCH1	KRAS	853
NOTCH1	PDGFRA	574
NOTCH1	IL1B	480
NOTCH1	FGF2	560
NOTCH1	ICAM1	609
NOTCH1	EGFR	877
NOTCH1	THY1	449
NOTCH1	FOS	632
NOTCH1	FGF5	463
NOTCH1	HNF4A	650
NOTCH1	CSF1	402
NOTCH1	NES	705
NOTCH1	MMP9	606
NOTCH1	ENG	424
NOTCH1	KLF4	602
NOTCH1	BMP2	468
NOTCH1	SPP1	407
NOTCH1	INS	475
NOTCH1	FGF16	427
NOTCH1	ESR1	642
NOTCH1	PTPRC	540
NOTCH1	IL10	437
NOTCH1	PROM1	679
NOTCH1	AKT1	887
NOTCH1	PAX6	589
NOTCH1	KITLG	410
NT5E	CD4	736
NT5E	FGF4	521
NT5E	FGF20	472
NT5E	FGF22	487
NT5E	TGFB1	655
NT5E	CSF3	466
NT5E	CCL2	538
NT5E	NFKB1	408
NT5E	IFNG	659
NT5E	NANOG	672
NT5E	PXDN	502
NT5E	PDGFRA	523
NT5E	ICAM1	607
NT5E	INS	626
NT5E	PROM1	659
NT5E	FGF16	472
NT5E	THY1	919
NT5E	IL1B	614
NT5E	SPP1	623
NT5E	EGF	541
NT5E	KITLG	426
NT5E	FGF13	472
NT5E	BMP2	507
NT5E	CSF1	408
NT5E	FGF5	504
NT5E	IL10	687
NT5E	EGFR	603
NT5E	AKT1	480
NT5E	MMP9	407
NT5E	ENG	928
NT5E	KLF4	461
NT5E	NES	640
NT5E	PTPRC	891
NT5E	FGF2	692
HNF4A	FGF4	480
HNF4A	FGF20	471
HNF4A	FGF22	444
HNF4A	TGFB1	512
HNF4A	NFKB1	635
HNF4A	CCND1	773
HNF4A	GLI1	509
HNF4A	NANOG	724
HNF4A	TWIST1	418
HNF4A	PXDN	479
HNF4A	JAG1	452
HNF4A	KRAS	448
HNF4A	IL1B	402
HNF4A	FGF2	490
HNF4A	EGF	579
HNF4A	EGFR	530
HNF4A	FOS	490
HNF4A	FGF5	448
HNF4A	PAX6	437
HNF4A	INS	648
HNF4A	FGF16	457
HNF4A	PROM1	506
HNF4A	ESR1	628
HNF4A	KLF4	479
HNF4A	BMP2	425
HNF4A	MMP9	466
HNF4A	AKT1	662
CCL2	CD4	839
CCL2	FGF4	603
CCL2	FGF20	620
CCL2	FGF22	627
CCL2	TGFB1	851
CCL2	SERPINE1	918
CCL2	CSF3	930
CCL2	KRAS	410
CCL2	PDGFRA	645
CCL2	PTPRC	735
CCL2	NES	406
CCL2	KLF4	438
CCL2	LOX	710
CCL2	FGF2	732
CCL2	IFNG	938
CCL2	FOS	756
CCL2	CCND1	648
CCL2	FGF13	579
CCL2	ENG	540
CCL2	GFAP	584
CCL2	AKT1	720
CCL2	EGFR	725
CCL2	MMP9	809
CCL2	CSF1	833
CCL2	IL10	963
CCL2	FGF5	609
CCL2	EGF	696
CCL2	SPP1	726
CCL2	KITLG	533
CCL2	PROM1	516
CCL2	FGF16	610
CCL2	NFKB1	982
CCL2	INS	780
CCL2	ICAM1	928
CCL2	IL1B	970
CCL2	PXDN	657
CCL2	THY1	690
CCL2	ESR1	656
CCND1	CD4	781
CCND1	FGF4	683
CCND1	FGF20	488
CCND1	FGF22	466
CCND1	TGFB1	645
CCND1	SERPINE1	652
CCND1	NFKB1	668
CCND1	FGF13	479
CCND1	BMP2	422
CCND1	FOS	942
CCND1	GLI1	633
CCND1	TWIST1	711
CCND1	IFNG	488
CCND1	IL10	563
CCND1	FGF5	463
CCND1	JAG1	742
CCND1	AKT1	923
CCND1	GFAP	469
CCND1	EGFR	841
CCND1	MMP9	799
CCND1	NES	802
CCND1	KLF4	561
CCND1	PDGFRA	516
CCND1	PTPRC	513
CCND1	KRAS	835
CCND1	FGF2	651
CCND1	LOX	632
CCND1	ICAM1	499
CCND1	INS	656
CCND1	PROM1	587
CCND1	FGF16	468
CCND1	THY1	601
CCND1	ESR1	997
CCND1	NANOG	746
CCND1	PXDN	778
CCND1	IL1B	605
CCND1	SPP1	450
CCND1	EGF	731
CCND1	KITLG	585
CCND1	PAX6	467
FGF2	CD4	510
FGF2	FGF4	547
FGF2	FGF20	574
FGF2	FGF22	629
FGF2	TGFB1	982
FGF2	SERPINE1	741
FGF2	CSF3	961
FGF2	NFKB1	506
FGF2	GLI1	458
FGF2	IFNG	676
FGF2	NANOG	924
FGF2	LOX	519
FGF2	TWIST1	489
FGF2	PXDN	707
FGF2	GFAP	759
FGF2	JAG1	536
FGF2	KRAS	820
FGF2	PDGFRA	982
FGF2	IL1B	896
FGF2	CSF1	578
FGF2	IL10	822
FGF2	FGF5	581
FGF2	AKT1	926
FGF2	EGFR	957
FGF2	MMP9	919
FGF2	ENG	831
FGF2	BMP2	937
FGF2	FOS	681
FGF2	NES	836
FGF2	KLF4	743
FGF2	PTPRC	682
FGF2	THY1	726
FGF2	ESR1	522
FGF2	INS	842
FGF2	ICAM1	752
FGF2	PROM1	720
FGF2	FGF16	575
FGF2	KITLG	710
FGF2	PAX6	708
FGF2	SPP1	636
FGF2	EGF	969
PAX6	FGF4	552
PAX6	FGF20	493
PAX6	FGF22	508
PAX6	GLI1	590
PAX6	NANOG	838
PAX6	PXDN	412
PAX6	GFAP	774
PAX6	PDGFRA	505
PAX6	EGF	614
PAX6	EGFR	525
PAX6	THY1	419
PAX6	FGF5	598
PAX6	NES	859
PAX6	KLF4	650
PAX6	INS	906
PAX6	FGF13	609
PAX6	FGF16	489
PAX6	PROM1	477
FGF5	CD4	423
FGF5	FGF4	533
FGF5	FGF20	413
FGF5	FGF22	447
FGF5	TGFB1	821
FGF5	SERPINE1	509
FGF5	CSF3	592
FGF5	NFKB1	418
FGF5	GLI1	458
FGF5	IFNG	579
FGF5	NANOG	759
FGF5	LOX	414
FGF5	TWIST1	446
FGF5	PXDN	530
FGF5	GFAP	486
FGF5	JAG1	618
FGF5	KRAS	682
FGF5	PDGFRA	904
FGF5	IL1B	659
FGF5	ICAM1	484
FGF5	EGF	993
FGF5	EGFR	922
FGF5	THY1	512
FGF5	FOS	426
FGF5	ESR1	480
FGF5	FGF16	609
FGF5	PROM1	507
FGF5	INS	821
FGF5	KITLG	519
FGF5	SPP1	533
FGF5	ENG	535
FGF5	IL10	584
FGF5	CSF1	420
FGF5	MMP9	598
FGF5	AKT1	662
FGF5	BMP2	762
FGF5	KLF4	589
FGF5	NES	626
FGF5	PTPRC	493
KRAS	CD4	589
KRAS	FGF4	707
KRAS	FGF20	688
KRAS	FGF22	685
KRAS	TGFB1	537
KRAS	CSF3	668
KRAS	NFKB1	805
KRAS	GLI1	544
KRAS	IFNG	543
KRAS	NANOG	449
KRAS	LOX	599
KRAS	TWIST1	538
KRAS	PXDN	564
KRAS	JAG1	430
KRAS	CSF1	654
KRAS	KLF4	438
KRAS	PDGFRA	978
KRAS	PTPRC	524
KRAS	ESR1	764
KRAS	EGF	854
KRAS	IL10	459
KRAS	AKT1	904
KRAS	EGFR	997
KRAS	MMP9	517
KRAS	FOS	550
KRAS	IL1B	485
KRAS	INS	541
KRAS	ICAM1	931
KRAS	PROM1	618
KRAS	FGF16	688
KRAS	KITLG	647
CSF3	CD4	734
CSF3	FGF4	597
CSF3	FGF20	600
CSF3	FGF22	616
CSF3	TGFB1	592
CSF3	SERPINE1	492
CSF3	FGF13	952
CSF3	FOS	416
CSF3	IFNG	989
CSF3	IL10	927
CSF3	CSF1	933
CSF3	MMP9	648
CSF3	AKT1	543
CSF3	EGFR	857
CSF3	ENG	646
CSF3	PTPRC	695
CSF3	PDGFRA	754
CSF3	INS	709
CSF3	ICAM1	776
CSF3	NFKB1	551
CSF3	FGF16	601
CSF3	PROM1	544
CSF3	THY1	507
CSF3	PXDN	436
CSF3	IL1B	996
CSF3	SPP1	500
CSF3	EGF	957
CSF3	KITLG	876
IL1B	CD4	958
IL1B	FGF4	660
IL1B	FGF20	670
IL1B	FGF22	683
IL1B	TGFB1	932
IL1B	SERPINE1	746
IL1B	NFKB1	996
IL1B	IFNG	998
IL1B	LOX	727
IL1B	PXDN	812
IL1B	GFAP	820
IL1B	JAG1	450
IL1B	PDGFRA	624
IL1B	KITLG	729
IL1B	SPP1	685
IL1B	EGF	762
IL1B	THY1	597
IL1B	ESR1	820
IL1B	INS	896
IL1B	ICAM1	912
IL1B	PROM1	418
IL1B	FGF16	671
IL1B	KLF4	464
IL1B	NES	450
IL1B	PTPRC	807
IL1B	CSF1	810
IL1B	IL10	991
IL1B	EGFR	873
IL1B	AKT1	864
IL1B	MMP9	949
IL1B	ENG	588
IL1B	FGF13	749
IL1B	BMP2	605
IL1B	FOS	894
NFKB1	CD4	858
NFKB1	FGF4	418
NFKB1	FGF20	416
NFKB1	FGF22	416
NFKB1	TGFB1	711
NFKB1	SERPINE1	525
NFKB1	NANOG	411
NFKB1	FGF16	418
NFKB1	PROM1	410
NFKB1	ICAM1	903
NFKB1	INS	875
NFKB1	IL10	877
NFKB1	JAG1	429
NFKB1	MMP9	802
NFKB1	AKT1	896
NFKB1	EGFR	837
NFKB1	FOS	808
NFKB1	IFNG	932
NFKB1	PXDN	631
NFKB1	ESR1	957
NFKB1	EGF	591
NFKB1	SPP1	483
NFKB1	CSF1	586
NFKB1	GFAP	427
NFKB1	TWIST1	571
NFKB1	LOX	491
NFKB1	KLF4	475
NFKB1	PTPRC	577
KITLG	CD4	577
KITLG	FGF4	515
KITLG	FGF20	507
KITLG	FGF22	508
KITLG	TGFB1	511
KITLG	GLI1	464
KITLG	IFNG	701
KITLG	NANOG	487
KITLG	PXDN	453
KITLG	JAG1	487
KITLG	PDGFRA	981
KITLG	ICAM1	445
KITLG	EGF	728
KITLG	EGFR	950
KITLG	THY1	636
KITLG	CSF1	704
KITLG	NES	532
KITLG	MMP9	921
KITLG	ENG	477
KITLG	KLF4	435
KITLG	SPP1	448
KITLG	INS	723
KITLG	FGF13	447
KITLG	FGF16	507
KITLG	PTPRC	697
KITLG	IL10	543
KITLG	PROM1	713
KITLG	AKT1	733
INS	CD4	829
INS	FGF4	821
INS	FGF20	817
INS	FGF22	831
INS	TGFB1	758
INS	SERPINE1	853
INS	GLI1	425
INS	IFNG	813
INS	NANOG	613
INS	LOX	594
INS	TWIST1	427
INS	PXDN	817
INS	GFAP	578
INS	JAG1	412
INS	PDGFRA	949
INS	ICAM1	668
INS	EGF	995
INS	EGFR	992
INS	THY1	610
INS	FOS	674
INS	CSF1	465
INS	NES	614
INS	MMP9	655
INS	ENG	600
INS	KLF4	542
INS	BMP2	594
INS	SPP1	597
INS	ESR1	841
INS	PROM1	527
INS	FGF16	816
INS	IL10	819
INS	AKT1	953
INS	FGF13	775
INS	PTPRC	668
EGF	CD4	583
EGF	FGF4	989
EGF	FGF20	988
EGF	FGF22	989
EGF	TGFB1	904
EGF	SERPINE1	571
EGF	GLI1	614
EGF	IFNG	781
EGF	NANOG	684
EGF	LOX	697
EGF	TWIST1	544
EGF	PXDN	831
EGF	GFAP	741
EGF	JAG1	869
EGF	PDGFRA	987
EGF	ICAM1	577
EGF	KLF4	599
EGF	NES	789
EGF	PTPRC	743
EGF	ENG	736
EGF	CSF1	942
EGF	IL10	701
EGF	EGFR	999
EGF	AKT1	933
EGF	MMP9	741
EGF	FOS	788
EGF	FGF13	975
EGF	BMP2	583
EGF	SPP1	715
EGF	THY1	715
EGF	ESR1	802
EGF	PROM1	725
EGF	FGF16	988
AKT1	CD4	839
AKT1	FGF4	664
AKT1	FGF20	686
AKT1	FGF22	678
AKT1	TGFB1	868
AKT1	SERPINE1	608
AKT1	GLI1	794
AKT1	IFNG	817
AKT1	NANOG	622
AKT1	LOX	620
AKT1	TWIST1	609
AKT1	PXDN	876
AKT1	GFAP	623
AKT1	JAG1	613
AKT1	PDGFRA	486
AKT1	ICAM1	704
AKT1	EGFR	792
AKT1	THY1	517
AKT1	FOS	746
AKT1	CSF1	584
AKT1	NES	602
AKT1	MMP9	827
AKT1	ENG	522
AKT1	KLF4	784
AKT1	BMP2	582
AKT1	SPP1	626
AKT1	FGF13	739
AKT1	FGF16	687
AKT1	ESR1	913
AKT1	PTPRC	676
AKT1	IL10	731
AKT1	PROM1	668
SPP1	CD4	507
SPP1	FGF4	564
SPP1	FGF20	518
SPP1	FGF22	528
SPP1	TGFB1	716
SPP1	SERPINE1	563
SPP1	GLI1	439
SPP1	IFNG	752
SPP1	NANOG	476
SPP1	LOX	515
SPP1	PXDN	609
SPP1	JAG1	659
SPP1	PDGFRA	402
SPP1	ICAM1	545
SPP1	EGFR	812
SPP1	THY1	624
SPP1	FOS	479
SPP1	CSF1	550
SPP1	NES	480
SPP1	MMP9	947
SPP1	ENG	593
SPP1	BMP2	921
SPP1	IL10	590
SPP1	FGF13	486
SPP1	PTPRC	575
SPP1	ESR1	510
SPP1	PROM1	450
SPP1	FGF16	518
MMP9	CD4	701
MMP9	FGF4	599
MMP9	FGF20	600
MMP9	FGF22	598
MMP9	TGFB1	968
MMP9	SERPINE1	801
MMP9	GLI1	445
MMP9	IFNG	751
MMP9	NANOG	453
MMP9	LOX	614
MMP9	TWIST1	609
MMP9	PXDN	755
MMP9	GFAP	496
MMP9	JAG1	449
MMP9	PDGFRA	435
MMP9	ICAM1	791
MMP9	EGFR	827
MMP9	THY1	652
MMP9	FOS	694
MMP9	CSF1	644
MMP9	NES	402
MMP9	ESR1	772
MMP9	FGF16	600
MMP9	PROM1	573
MMP9	IL10	881
MMP9	ENG	518
MMP9	BMP2	479
MMP9	FGF13	708
MMP9	PTPRC	711
MMP9	KLF4	459
IFNG	CD4	991
IFNG	FGF4	580
IFNG	FGF20	583
IFNG	FGF22	597
IFNG	TGFB1	888
IFNG	SERPINE1	720
IFNG	FGF13	681
IFNG	FOS	751
IFNG	JAG1	425
IFNG	IL10	995
IFNG	CSF1	790
IFNG	EGFR	876
IFNG	GFAP	566
IFNG	ENG	541
IFNG	KLF4	403
IFNG	NES	493
IFNG	PTPRC	924
IFNG	PDGFRA	784
IFNG	LOX	488
IFNG	ICAM1	902
IFNG	FGF16	585
IFNG	PROM1	432
IFNG	ESR1	552
IFNG	THY1	690
IFNG	PXDN	782
ICAM1	CD4	969
ICAM1	FGF4	476
ICAM1	FGF20	476
ICAM1	FGF22	482
ICAM1	TGFB1	730
ICAM1	SERPINE1	742
ICAM1	LOX	416
ICAM1	TWIST1	509
ICAM1	PXDN	639
ICAM1	GFAP	493
ICAM1	PDGFRA	541
ICAM1	FOS	505
ICAM1	FGF13	532
ICAM1	ENG	767
ICAM1	CSF1	829
ICAM1	IL10	873
ICAM1	EGFR	877
ICAM1	KLF4	430
ICAM1	PTPRC	828
ICAM1	PROM1	475
ICAM1	FGF16	471
ICAM1	THY1	611
ICAM1	ESR1	421
CSF1	CD4	670
CSF1	FGF4	418
CSF1	FGF20	414
CSF1	FGF22	418
CSF1	TGFB1	776
CSF1	SERPINE1	612
CSF1	PXDN	508
CSF1	GFAP	433
CSF1	PDGFRA	864
CSF1	EGFR	941
CSF1	THY1	413
CSF1	FOS	693
CSF1	IL10	870
CSF1	FGF16	422
CSF1	FGF13	418
CSF1	BMP2	416
CSF1	PTPRC	668
FGF4	CD4	424
FGF4	PXDN	551
FGF4	NANOG	708
FGF4	ESR1	457
FGF4	THY1	528
FGF4	FGF16	562
FGF4	PROM1	517
FGF4	TGFB1	824
FGF4	FGF20	518
FGF4	ENG	543
FGF4	EGFR	922
FGF4	GFAP	486
FGF4	JAG1	463
FGF4	IL10	584
FGF4	TWIST1	421
FGF4	GLI1	521
FGF4	FGF22	511
FGF4	FOS	426
FGF4	BMP2	817
FGF4	SERPINE1	440
FGF4	PTPRC	498
FGF4	PDGFRA	877
FGF4	KLF4	596
FGF4	NES	619
PDGFRA	CD4	433
PDGFRA	FGF20	855
PDGFRA	FGF22	858
PDGFRA	TGFB1	774
PDGFRA	GLI1	711
PDGFRA	NANOG	524
PDGFRA	LOX	499
PDGFRA	TWIST1	483
PDGFRA	GFAP	727
PDGFRA	JAG1	435
PDGFRA	PROM1	507
PDGFRA	FGF16	855
PDGFRA	THY1	649
PDGFRA	ESR1	467
PDGFRA	FOS	532
PDGFRA	FGF13	805
PDGFRA	ENG	743
PDGFRA	IL10	776
PDGFRA	EGFR	986
PDGFRA	KLF4	406
PDGFRA	NES	750
PDGFRA	PTPRC	678
GLI1	FGF20	506
GLI1	FGF22	439
GLI1	TGFB1	453
GLI1	JAG1	524
GLI1	EGFR	566
GLI1	GFAP	414
GLI1	TWIST1	508
GLI1	BMP2	507
GLI1	NES	587
GLI1	PXDN	433
GLI1	ESR1	422
GLI1	NANOG	779
GLI1	PROM1	582
GLI1	FGF16	508
KLF4	FGF20	440
KLF4	FGF22	439
KLF4	TGFB1	543
KLF4	NANOG	994
KLF4	LOX	402
KLF4	TWIST1	489
KLF4	PXDN	466
KLF4	GFAP	445
KLF4	JAG1	497
KLF4	EGFR	485
KLF4	THY1	582
KLF4	FOS	705
KLF4	NES	673
KLF4	ENG	496
KLF4	ESR1	489
KLF4	PROM1	664
KLF4	FGF16	442
KLF4	PTPRC	490
KLF4	IL10	401
KLF4	FGF13	544
KLF4	BMP2	409
BMP2	FGF20	769
BMP2	FGF22	755
BMP2	TGFB1	701
BMP2	NANOG	534
BMP2	TWIST1	449
BMP2	PXDN	501
BMP2	JAG1	496
BMP2	EGFR	455
BMP2	THY1	514
BMP2	FOS	433
BMP2	NES	481
BMP2	ENG	854
BMP2	PTPRC	455
BMP2	IL10	469
BMP2	FGF13	644
BMP2	ESR1	445
BMP2	PROM1	473
BMP2	FGF16	769
NES	FGF20	582
NES	FGF22	594
NES	TGFB1	501
NES	NANOG	825
NES	LOX	541
NES	PXDN	656
NES	GFAP	886
NES	JAG1	524
NES	EGFR	582
NES	THY1	729
NES	FOS	485
NES	PTPRC	610
NES	FGF13	628
NES	ENG	669
NES	PROM1	829
NES	FGF16	579
IL10	CD4	976
IL10	FGF20	583
IL10	FGF22	582
IL10	TGFB1	932
IL10	SERPINE1	600
IL10	LOX	484
IL10	PXDN	720
IL10	GFAP	589
IL10	EGFR	899
IL10	THY1	623
IL10	FOS	736
IL10	ENG	570
IL10	FGF13	517
IL10	FGF16	584
IL10	ESR1	530
IL10	PTPRC	804
IL10	PROM1	416
ENG	CD4	570
ENG	FGF20	540
ENG	FGF22	532
ENG	TGFB1	998
ENG	SERPINE1	514
ENG	NANOG	706
ENG	PXDN	521
ENG	GFAP	411
ENG	THY1	941
ENG	PTPRC	910
ENG	FGF13	680
ENG	FGF16	541
ENG	PROM1	720
PXDN	CD4	743
PXDN	FGF20	504
PXDN	FGF22	515
PXDN	TGFB1	725
PXDN	SERPINE1	553
PXDN	NANOG	561
PXDN	LOX	620
PXDN	TWIST1	501
PXDN	GFAP	808
PXDN	EGFR	763
PXDN	JAG1	441
PXDN	FGF13	521
PXDN	FOS	739
PXDN	PTPRC	713
PXDN	ESR1	708
PXDN	THY1	621
PXDN	FGF16	510
PXDN	PROM1	554
FGF22	CD4	423
FGF22	FGF20	492
FGF22	PTPRC	496
FGF22	LOX	442
FGF22	SERPINE1	486
FGF22	TWIST1	427
FGF22	FOS	451
FGF22	EGFR	926
FGF22	GFAP	483
FGF22	JAG1	441
FGF22	TGFB1	819
FGF22	PROM1	507
FGF22	FGF16	503
FGF22	NANOG	524
FGF22	THY1	509
FGF22	ESR1	477
GFAP	CD4	517
GFAP	FGF20	491
GFAP	TGFB1	503
GFAP	NANOG	598
GFAP	LOX	437
GFAP	THY1	619
GFAP	PROM1	652
GFAP	FGF16	468
GFAP	PTPRC	619
GFAP	JAG1	603
GFAP	EGFR	562
GFAP	FOS	563
GFAP	FGF13	596
JAG1	CD4	470
JAG1	FGF20	474
JAG1	TGFB1	731
JAG1	NANOG	450
JAG1	TWIST1	699
JAG1	PROM1	540
JAG1	FGF16	448
JAG1	ESR1	631
JAG1	FGF13	423
JAG1	EGFR	563
JAG1	PTPRC	490
PTPRC	CD4	981
PTPRC	FGF20	499
PTPRC	TGFB1	701
PTPRC	NANOG	614
PTPRC	LOX	511
PTPRC	EGFR	749
PTPRC	THY1	913
PTPRC	FOS	434
PTPRC	FGF13	481
PTPRC	FGF16	500
PTPRC	ESR1	494
PTPRC	PROM1	771
FOS	CD4	663
FOS	FGF20	444
FOS	TGFB1	719
FOS	SERPINE1	480
FOS	NANOG	592
FOS	LOX	633
FOS	TWIST1	699
FOS	EGFR	940
FOS	FGF13	610
FOS	FGF16	438
FOS	ESR1	999
NANOG	FGF20	519
NANOG	TGFB1	552
NANOG	FGF16	525
NANOG	PROM1	846
NANOG	ESR1	516
NANOG	THY1	729
NANOG	TWIST1	824
NANOG	FGF13	740
NANOG	EGFR	547
TWIST1	FGF20	435
TWIST1	TGFB1	613
TWIST1	LOX	491
TWIST1	EGFR	592
TWIST1	ESR1	811
TWIST1	FGF16	445
TWIST1	PROM1	543
EGFR	CD4	640
EGFR	FGF20	927
EGFR	TGFB1	975
EGFR	SERPINE1	699
EGFR	LOX	710
EGFR	FGF13	871
EGFR	ESR1	988
EGFR	PROM1	801
EGFR	FGF16	927
FGF16	CD4	424
FGF16	FGF20	416
FGF16	TGFB1	823
FGF16	SERPINE1	477
FGF16	LOX	404
FGF16	THY1	507
FGF16	PROM1	507
FGF16	ESR1	471
CD4	LOX	509
CD4	SERPINE1	415
CD4	THY1	753
CD4	ESR1	550
CD4	PROM1	447
CD4	TGFB1	870
CD4	FGF20	423
FGF20	SERPINE1	472
FGF20	LOX	405
FGF20	PROM1	507
FGF20	THY1	520
FGF20	ESR1	470
FGF20	TGFB1	821
TGFB1	PROM1	542
TGFB1	ESR1	614
TGFB1	THY1	657
TGFB1	LOX	623
TGFB1	SERPINE1	798
TGFB1	FGF13	819
THY1	LOX	414
THY1	FGF13	478
THY1	PROM1	791
ESR1	SERPINE1	473
ESR1	LOX	514
ESR1	FGF13	429
ESR1	PROM1	440
SERPINE1	LOX	573
FGF13	PROM1	441
